-0.026236	0.036259	0.28865	-0.20708	0.018555	268	272	268.75
0.036897	0.046984	0.35321	-0.17949	0.01148	268	268	268.88
0.07074	0.053578	0.37189	-0.11942	0.0067328	274	268	270
0.047678	0.056428	0.38468	-0.20122	0.0094073	267	274	269.63
0.017161	0.051429	0.3516	-0.18867	0.0074073	270	267	269.63
0.14137	0.049823	0.3962	-0.16988	0.027211	278	270	270.5
0.062757	0.059676	0.36322	-0.19107	0.019771	270	278	270.88
0.071756	0.053528	0.36927	-0.1818	0.01811	272	270	270.88
0.070501	0.048887	0.36963	-0.18002	0.03219	278	272	272.13
0.039717	0.042398	0.36795	-0.19517	0.0149	270	278	272.38
0.069727	0.065976	0.38378	-0.1598	0.016355	272	270	272.13
0.029044	0.049171	0.33266	-0.16633	0.013766	271	272	272.63
0.061072	0.057367	0.37443	-0.21561	0.022823	277	271	273.5
0.093232	0.050186	0.38091	-0.18867	0.023574	278	277	273.5
0.065952	0.053365	0.37825	-0.16794	0.012326	270	278	273.5
0.077743	0.05308	0.36312	-0.13614	0.026684	282	270	274.75
0.11579	0.047207	0.38549	-0.16377	0.036293	275	282	274.38
0.094602	0.050078	0.38566	-0.13333	0.016235	274	275	274.88
0.065229	0.0591	0.39431	-0.16668	0.0058771	277	274	275.5
0.024104	0.056568	0.35249	-0.21454	0.017338	273	277	275.75
0.08283	0.060715	0.39337	-0.17385	0.019975	274	273	275.38
0.10663	0.044174	0.39169	-0.15381	0.030375	281	274	275.75
0.057461	0.052111	0.38739	-0.17008	0.0057818	272	281	276
0.057233	0.055133	0.38318	-0.19496	0.014665	273	272	274.88
0.051767	0.0434	0.36599	-0.21171	0.031528	277	273	275.13
0.11095	0.045827	0.38699	-0.12342	0.0090391	270	277	274.63
0.14559	0.067083	0.41238	-0.122	0.0080626	271	270	273.88
0.065276	0.062468	0.3509	-0.16237	0.023767	271	271	273.63
0.1075	0.054644	0.39617	-0.17423	0.017132	271	271	273.25
0.029732	0.050204	0.35334	-0.1987	0.0073027	275	271	272.5
0.083763	0.056893	0.39003	-0.18996	0.014445	270	275	272.25
0.11362	0.059191	0.39436	-0.16098	0.014763	272	270	272.13
0.025837	0.038428	0.35513	-0.19303	0.016319	274	272	271.75
0.075622	0.046895	0.37158	-0.12905	0.0014905	278	274	272.75
0.044126	0.063778	0.37677	-0.194	0.0044746	271	278	272.75
0.056213	0.057657	0.37768	-0.19732	0.017557	268	271	272.38
0.042382	0.043239	0.31289	-0.13194	0.026104	275	268	272.88
-0.017022	0.028418	0.20705	-0.12312	0.018559	286	275	274.25
0.0034647	0.039942	0.29763	-0.16606	0.0093408	275	286	274.88
0.0137	0.039444	0.31809	-0.16783	0.0065422	279	275	275.75
0.087948	0.034042	0.35968	-0.15906	0.0217	284	279	277
0.025918	0.05161	0.36543	-0.19086	0.00052246	271	284	276.13
0.041414	0.059639	0.37796	-0.16428	0.004192	276	271	276.75
0.052713	0.053195	0.3678	-0.19831	0.012384	275	276	277.63
0.072553	0.05218	0.39105	-0.20381	0.015362	272	275	277.25
0.10715	0.054885	0.38207	-0.12981	0.013793	275	272	275.88
