0.8575	1.0677	1.0317	1.1363	0.86636	0.98815	1.0217	1.034
0.86978	1.0474	0.98298	-0.24127	0.95964	0.94245	0.96888	1.028
1.0058	0.93081	1.0717	1.2339	1.2512	1.0178	0.99286	0.97549
1.0247	0.96733	1.0003	-1.0848	0.9795	1	0.99379	0.99379
1.2592	0.93005	1.009	0.35469	0.85919	1.0325	1.0176	0.98553
1.2697	0.84257	0.89059	1.2229	0.68225	0.97579	0.98926	1.0138
0.70844	1.0863	0.96035	4.293	0.83501	0.97022	0.96573	0.99537
1.0419	0.98171	0.89414	-0.087807	0.76782	1.0026	0.97725	0.97476
0.74013	0.94424	0.90084	-0.67551	0.87412	1	0.98492	0.98492
1.2241	0.91026	0.94909	-0.94424	0.92767	1.0638	1.0399	0.97756
0.94486	1.0618	0.90164	1.5646	0.55402	1.0408	1.0709	1.029
1.1982	1.1394	1.0315	5.7717	0.78663	0.96544	1.0279	1.0647
1.4111	0.86665	0.9759	-0.40004	0.9201	0.94511	0.97657	1.0333
1.2189	0.85804	0.98683	-1.7747	1.2065	1.0202	0.99599	0.97627
0.97726	0.98925	0.95538	-0.96861	0.89346	1.0322	1.0199	0.98808
1.3452	1.0235	1.038	4.8216	0.964	1.0336	1.0417	1.0079
1.6795	0.87036	0.98714	3.3546	0.8874	0.55684	0.60798	1.0918
-0.68391	0.64536	0.3992	8.8976	0.13462	2.3	1.341	0.58305
0.9371	1.0406	0.99916	-1.0676	1.1313	0.70471	0.95813	1.3596
1.476	0.85784	0.99096	1.3887	0.98167	1.0077	0.97361	0.96616
0.95568	1.0645	1.0184	5.2286	0.94627	1.0357	1.0053	0.9706
1.3808	0.91286	0.99448	1.1113	0.87893	1.0074	1.0111	1.0037
0.67072	1.1276	0.9731	5.9423	0.90441	0.95355	0.97227	1.0196
1.0149	0.95524	0.83376	-3.5152	0.78394	1.0077	0.99149	0.98392
0.58652	1.0678	0.99633	0.74337	0.97755	1.0076	0.95221	0.945
0.84556	1.0656	0.98433	-0.72116	0.8976	1.0606	1.0516	0.99155
1.1398	1.0079	1.0603	3.2156	1.1389	1.0214	1.0609	1.0386
1.1254	1.0823	1.0784	4.9934	0.81858	0.99068	1.0404	1.0502
1.0214	1.079	1.0331	-0.911	1.0551	0.94824	0.98744	1.0413
1.3295	1.0159	1.0635	-2.5345	1.3407	1	0.98926	0.98926
1.4744	0.86377	1.0185	-1.644	1.2197	1.0422	1.0216	0.98024
1.1068	0.93841	1.0655	5.8994	1.0674	1.031	1.0406	1.0093
